Date,Dollar_Rate
"Jul 01, 1996",34.875
"Jun 28, 1996",34.95
"Jun 27, 1996",34.965
"Jun 26, 1996",34.9
"Jun 25, 1996",34.9
"Jun 24, 1996",34.9
"Jun 21, 1996",34.85
"Jun 20, 1996",34.9
"Jun 19, 1996",34.9
"Jun 18, 1996",34.925
"Jun 17, 1996",34.85
"Jun 14, 1996",34.9
"Jun 13, 1996",34.85
"Jun 12, 1996",34.85
"Jun 11, 1996",34.85
"Jun 10, 1996",34.8
"Jun 07, 1996",34.825
"Jun 06, 1996",34.825
"Jun 05, 1996",34.85
"Jun 04, 1996",34.85
"Jun 03, 1996",34.9
"May 31, 1996",34.95
"May 30, 1996",35.04
"May 29, 1996",35.05
"May 28, 1996",35.35
"May 27, 1996",35.24
"May 24, 1996",35.05
"May 23, 1996",34.95
"May 22, 1996",34.95
"May 21, 1996",34.95
"May 20, 1996",34.85
"May 17, 1996",34.85
"May 16, 1996",34.7
"May 15, 1996",34.6
"May 14, 1996",34.8
"May 13, 1996",35.15
"May 10, 1996",35.05
"May 09, 1996",34.85
"May 08, 1996",34.6
"May 07, 1996",34.5
"May 06, 1996",34.45
"May 03, 1996",34.55
"May 02, 1996",34.65
"May 01, 1996",34.65
"Apr 30, 1996",34.65
"Apr 29, 1996",34.2
"Apr 26, 1996",34.2
"Apr 25, 1996",34.5
"Apr 24, 1996",34.15
"Apr 23, 1996",34.175
"Apr 22, 1996",34.07
"Apr 19, 1996",34.15
"Apr 18, 1996",34.15
"Apr 17, 1996",34.2
"Apr 16, 1996",34.07
"Apr 15, 1996",34.2
"Apr 12, 1996",34.15
"Apr 11, 1996",34.2
"Apr 10, 1996",34.15
"Apr 09, 1996",34.125
"Apr 08, 1996",34.1
"Apr 05, 1996",34.125
"Apr 04, 1996",34.15
"Apr 03, 1996",34.05
"Apr 02, 1996",34.25
"Apr 01, 1996",34.05
"Mar 29, 1996",34.1
"Mar 28, 1996",34.05
"Mar 27, 1996",34.1
"Mar 26, 1996",34.105
"Mar 25, 1996",34.5
"Mar 22, 1996",34.6
"Mar 21, 1996",34.75
"Mar 20, 1996",35.25
"Mar 19, 1996",35.1
"Mar 18, 1996",35
"Mar 15, 1996",34.25
"Mar 14, 1996",34.05
"Mar 13, 1996",34.05
"Mar 12, 1996",34.1
"Mar 11, 1996",34.1
"Mar 08, 1996",34.13
"Mar 07, 1996",34.125
"Mar 06, 1996",34.07
"Mar 05, 1996",33.825
"Mar 04, 1996",34.35
"Mar 01, 1996",34.4
"Feb 29, 1996",34.685
"Feb 28, 1996",35.2
"Feb 27, 1996",35.55
"Feb 26, 1996",35.895
"Feb 23, 1996",36.255
"Feb 22, 1996",36.565
"Feb 21, 1996",36.58
"Feb 20, 1996",36.545
"Feb 19, 1996",36.57
"Feb 16, 1996",36.5
"Feb 15, 1996",36.505
"Feb 14, 1996",36.495
"Feb 13, 1996",36.735
"Feb 12, 1996",36.945
"Feb 09, 1996",36.9
"Feb 08, 1996",37.1
"Feb 07, 1996",37.25
"Feb 06, 1996",37.7
"Feb 05, 1996",37.9
"Feb 02, 1996",36.75
"Feb 01, 1996",36.585
"Jan 31, 1996",36.45
"Jan 30, 1996",36.1
"Jan 29, 1996",35.95
"Jan 26, 1996",35.97
"Jan 25, 1996",36.01
"Jan 24, 1996",35.825
"Jan 23, 1996",35.745
"Jan 22, 1996",35.825
"Jan 19, 1996",35.895
"Jan 18, 1996",35.885
"Jan 17, 1996",35.845
"Jan 16, 1996",35.895
"Jan 15, 1996",35.825
"Jan 12, 1996",35.755
"Jan 11, 1996",35.795
"Jan 10, 1996",35.75
"Jan 09, 1996",35.855
"Jan 08, 1996",35.8
"Jan 05, 1996",35.42
"Jan 04, 1996",35.3
"Jan 03, 1996",35.21
"Jan 02, 1996",35.2
"Dec 29, 1995",35.165
"Dec 28, 1995",35.13
"Dec 27, 1995",35.055
"Dec 26, 1995",35.002
"Dec 25, 1995",34.955
"Dec 22, 1995",34.977
"Dec 21, 1995",34.98
"Dec 20, 1995",34.97
"Dec 19, 1995",34.97
"Dec 18, 1995",34.98
"Dec 15, 1995",34.955
"Dec 14, 1995",34.965
"Dec 13, 1995",34.95
"Dec 12, 1995",34.855
"Dec 11, 1995",34.828
"Dec 08, 1995",34.905
"Dec 07, 1995",34.83
"Dec 06, 1995",34.83
"Dec 05, 1995",34.86
"Dec 04, 1995",34.905
"Dec 01, 1995",34.905
"Nov 30, 1995",34.895
"Nov 29, 1995",34.9
"Nov 28, 1995",34.905
"Nov 27, 1995",34.915
"Nov 24, 1995",34.855
"Nov 23, 1995",34.82
"Nov 22, 1995",34.815
"Nov 21, 1995",34.8
"Nov 20, 1995",34.795
"Nov 17, 1995",34.69
"Nov 16, 1995",34.78
"Nov 15, 1995",34.555
"Nov 14, 1995",34.57
"Nov 13, 1995",34.545
"Nov 10, 1995",34.525
"Nov 09, 1995",34.505
"Nov 08, 1995",34.3
"Nov 07, 1995",34.55
"Nov 06, 1995",34.735
"Nov 03, 1995",34.65
"Nov 02, 1995",34.425
"Nov 01, 1995",34.5
"Oct 31, 1995",34.2
"Oct 30, 1995",34.8
"Oct 27, 1995",35.45
"Oct 26, 1995",35.55
"Oct 25, 1995",35.55
"Oct 24, 1995",35.55
"Oct 23, 1995",35.55
"Oct 20, 1995",35.575
"Oct 19, 1995",35.065
"Oct 18, 1995",34.885
"Oct 17, 1995",34.775
"Oct 16, 1995",34.5
"Oct 13, 1995",34.25
"Oct 12, 1995",33.955
"Oct 11, 1995",33.86
"Oct 10, 1995",33.875
"Oct 09, 1995",33.855
"Oct 06, 1995",33.9
"Oct 05, 1995",33.895
"Oct 04, 1995",33.805
"Oct 03, 1995",33.825
"Oct 02, 1995",33.855
"Sep 29, 1995",33.925
"Sep 28, 1995",33.975
"Sep 27, 1995",33.88
"Sep 26, 1995",33.895
"Sep 25, 1995",33.975
"Sep 22, 1995",33.795
"Sep 21, 1995",33.765
"Sep 20, 1995",33.815
"Sep 19, 1995",33.865
"Sep 18, 1995",33.755
"Sep 15, 1995",33.75
"Sep 14, 1995",33.95
"Sep 13, 1995",32.875
"Sep 12, 1995",32.695
"Sep 11, 1995",32.45
"Sep 08, 1995",32.245
"Sep 07, 1995",32.195
"Sep 06, 1995",32.265
"Sep 05, 1995",32.37
"Sep 04, 1995",31.95
"Sep 01, 1995",31.91
"Aug 31, 1995",31.855
"Aug 30, 1995",31.81
"Aug 29, 1995",31.825
"Aug 28, 1995",31.83
"Aug 25, 1995",31.705
"Aug 24, 1995",31.8
"Aug 23, 1995",31.66
"Aug 22, 1995",31.62
"Aug 21, 1995",31.61
"Aug 18, 1995",31.585
"Aug 17, 1995",31.585
"Aug 16, 1995",31.61
"Aug 15, 1995",31.465
"Aug 14, 1995",31.477
"Aug 11, 1995",31.452
"Aug 10, 1995",31.425
"Aug 09, 1995",31.445
"Aug 08, 1995",31.447
"Aug 07, 1995",31.43
"Aug 04, 1995",31.419
"Aug 03, 1995",31.412
"Aug 02, 1995",31.41
"Aug 01, 1995",31.415
"Jul 31, 1995",31.415
"Jul 28, 1995",31.39
"Jul 27, 1995",31.382
"Jul 26, 1995",31.385
"Jul 25, 1995",31.374
"Jul 24, 1995",31.375
"Jul 21, 1995",31.37
"Jul 20, 1995",31.37
"Jul 19, 1995",31.373
"Jul 18, 1995",31.375
"Jul 17, 1995",31.368
"Jul 14, 1995",31.367
"Jul 13, 1995",31.37
"Jul 12, 1995",31.367
"Jul 11, 1995",31.382
"Jul 10, 1995",31.37
"Jul 07, 1995",31.382
"Jul 06, 1995",31.385
"Jul 05, 1995",31.368
"Jul 04, 1995",31.368
"Jul 03, 1995",31.385
"Jun 30, 1995",31.4
"Jun 29, 1995",31.415
"Jun 28, 1995",31.396
"Jun 27, 1995",31.37
"Jun 26, 1995",31.372
"Jun 23, 1995",31.375
"Jun 22, 1995",31.372
"Jun 21, 1995",31.38
"Jun 20, 1995",31.395
"Jun 19, 1995",31.397
"Jun 16, 1995",31.37
"Jun 15, 1995",31.375
"Jun 14, 1995",31.398
"Jun 13, 1995",31.395
"Jun 12, 1995",31.412
"Jun 09, 1995",31.415
"Jun 08, 1995",31.409
"Jun 07, 1995",31.406
"Jun 06, 1995",31.395
"Jun 05, 1995",31.395
"Jun 02, 1995",31.42
"Jun 01, 1995",31.41
"May 31, 1995",31.425
"May 30, 1995",31.37
"May 29, 1995",31.387
"May 26, 1995",31.392
"May 25, 1995",31.404
"May 24, 1995",31.39
"May 23, 1995",31.375
"May 22, 1995",31.395
"May 19, 1995",31.409
"May 18, 1995",31.428
"May 17, 1995",31.43
"May 16, 1995",31.44
"May 15, 1995",31.44
"May 12, 1995",31.43
"May 11, 1995",31.375
"May 10, 1995",31.425
"May 09, 1995",31.383
"May 08, 1995",31.39
"May 05, 1995",31.415
"May 04, 1995",31.42
"May 03, 1995",31.427
"May 02, 1995",31.422
"May 01, 1995",31.43
"Apr 28, 1995",31.433
"Apr 27, 1995",31.38
"Apr 26, 1995",31.39
"Apr 25, 1995",31.375
"Apr 24, 1995",31.389
"Apr 21, 1995",31.42
"Apr 20, 1995",31.435
"Apr 19, 1995",31.395
"Apr 18, 1995",31.391
"Apr 17, 1995",31.405
"Apr 14, 1995",31.355
"Apr 13, 1995",31.355
"Apr 12, 1995",31.38
"Apr 11, 1995",31.387
"Apr 10, 1995",31.395
"Apr 07, 1995",31.405
"Apr 06, 1995",31.42
"Apr 05, 1995",31.43
"Apr 04, 1995",31.395
"Apr 03, 1995",31.455
"Mar 31, 1995",31.415
"Mar 30, 1995",31.453
"Mar 29, 1995",31.45
"Mar 28, 1995",31.54
"Mar 27, 1995",31.608
"Mar 24, 1995",31.605
"Mar 23, 1995",31.578
"Mar 22, 1995",31.55
"Mar 21, 1995",31.5
"Mar 20, 1995",31.485
"Mar 17, 1995",31.453
"Mar 16, 1995",31.5
"Mar 15, 1995",31.412
"Mar 14, 1995",31.859
"Mar 13, 1995",31.819
"Mar 10, 1995",31.755
"Mar 09, 1995",31.705
"Mar 08, 1995",31.795
"Mar 07, 1995",31.875
"Mar 06, 1995",31.81
"Mar 03, 1995",31.68
"Mar 02, 1995",31.488
"Mar 01, 1995",31.42
"Feb 28, 1995",31.426
"Feb 27, 1995",31.395
"Feb 24, 1995",31.39
"Feb 23, 1995",31.379
"Feb 22, 1995",31.374
"Feb 21, 1995",31.383
"Feb 20, 1995",31.37
"Feb 17, 1995",31.367
"Feb 16, 1995",31.364
"Feb 15, 1995",31.371
"Feb 14, 1995",31.369
"Feb 13, 1995",31.37
"Feb 10, 1995",31.374
"Feb 09, 1995",31.371
"Feb 08, 1995",31.365
"Feb 07, 1995",31.37
"Feb 06, 1995",31.367
"Feb 03, 1995",31.377
"Feb 02, 1995",31.373
"Feb 01, 1995",31.37
"Jan 31, 1995",31.375
"Jan 30, 1995",31.377
"Jan 27, 1995",31.376
"Jan 26, 1995",31.373
"Jan 25, 1995",31.388
"Jan 24, 1995",31.375
"Jan 23, 1995",31.373
"Jan 20, 1995",31.37
"Jan 19, 1995",31.37
"Jan 18, 1995",31.367
"Jan 17, 1995",31.373
"Jan 16, 1995",31.369
"Jan 13, 1995",31.363
"Jan 12, 1995",31.366
"Jan 11, 1995",31.364
"Jan 10, 1995",31.367
"Jan 09, 1995",31.37
"Jan 06, 1995",31.367
"Jan 05, 1995",31.365
"Jan 04, 1995",31.367
"Jan 03, 1995",31.37
"Jan 02, 1995",31.367
"Dec 30, 1994",31.369
"Dec 29, 1994",31.387
"Dec 28, 1994",31.406
"Dec 27, 1994",31.407
"Dec 26, 1994",31.395
"Dec 23, 1994",31.39
"Dec 22, 1994",31.404
"Dec 21, 1994",31.4
"Dec 20, 1994",31.41
"Dec 19, 1994",31.405
"Dec 16, 1994",31.373
"Dec 15, 1994",31.37
"Dec 14, 1994",31.369
"Dec 13, 1994",31.37
"Dec 12, 1994",31.37
"Dec 09, 1994",31.37
"Dec 08, 1994",31.37
"Dec 07, 1994",31.373
"Dec 06, 1994",31.385
"Dec 05, 1994",31.392
"Dec 02, 1994",31.385
"Dec 01, 1994",31.418
"Nov 30, 1994",31.395
"Nov 29, 1994",31.385
"Nov 28, 1994",31.373
"Nov 25, 1994",31.375
"Nov 24, 1994",31.37
"Nov 23, 1994",31.369
"Nov 22, 1994",31.366
"Nov 21, 1994",31.367
"Nov 18, 1994",31.369
"Nov 17, 1994",31.369
"Nov 16, 1994",31.37
"Nov 15, 1994",31.373
"Nov 14, 1994",31.383
"Nov 11, 1994",31.409
"Nov 10, 1994",31.434
"Nov 09, 1994",31.42
"Nov 08, 1994",31.418
"Nov 07, 1994",31.43
"Nov 04, 1994",31.405
"Nov 03, 1994",31.4
"Nov 02, 1994",31.42
"Nov 01, 1994",31.385
"Oct 31, 1994",31.376
"Oct 28, 1994",31.37
"Oct 27, 1994",31.385
"Oct 26, 1994",31.37
"Oct 25, 1994",31.37
"Oct 24, 1994",31.369
"Oct 21, 1994",31.369
"Oct 20, 1994",31.37
"Oct 19, 1994",31.369
"Oct 18, 1994",31.369
"Oct 17, 1994",31.367
"Oct 14, 1994",31.373
"Oct 13, 1994",31.369
"Oct 12, 1994",31.369
"Oct 11, 1994",31.369
"Oct 10, 1994",31.369
"Oct 07, 1994",31.369
"Oct 06, 1994",31.371
"Oct 05, 1994",31.367
"Oct 04, 1994",31.371
"Oct 03, 1994",31.369
"Sep 30, 1994",31.363
"Sep 29, 1994",31.363
"Sep 28, 1994",31.365
"Sep 27, 1994",31.369
"Sep 26, 1994",31.367
"Sep 23, 1994",31.369
"Sep 22, 1994",31.37
"Sep 21, 1994",31.373
"Sep 20, 1994",31.367
"Sep 19, 1994",31.369
"Sep 16, 1994",31.369
"Sep 15, 1994",31.373
"Sep 14, 1994",31.37
"Sep 13, 1994",31.37
"Sep 12, 1994",31.37
"Sep 09, 1994",31.373
"Sep 08, 1994",31.371
"Sep 07, 1994",31.373
"Sep 06, 1994",31.37
"Sep 05, 1994",31.37
"Sep 02, 1994",31.37
"Sep 01, 1994",31.371
"Aug 31, 1994",31.369
"Aug 30, 1994",31.37
"Aug 29, 1994",31.373
"Aug 26, 1994",31.37
"Aug 25, 1994",31.369
"Aug 24, 1994",31.375
"Aug 23, 1994",31.364
"Aug 22, 1994",31.363
"Aug 19, 1994",31.37
"Aug 18, 1994",31.37
"Aug 17, 1994",31.367
"Aug 16, 1994",31.369
"Aug 15, 1994",31.37
"Aug 12, 1994",31.371
"Aug 11, 1994",31.367
"Aug 10, 1994",31.371
"Aug 09, 1994",31.37
"Aug 08, 1994",31.367
"Aug 05, 1994",31.37
"Aug 04, 1994",31.371
"Aug 03, 1994",31.371
"Aug 02, 1994",31.37
"Aug 01, 1994",31.369
"Jul 29, 1994",31.37
"Jul 28, 1994",31.369
"Jul 27, 1994",31.367
"Jul 26, 1994",31.369
"Jul 25, 1994",31.369
"Jul 21, 1994",31.374
"Jul 20, 1994",31.369
"Jul 19, 1994",31.371
"Jul 18, 1994",31.367
"Jul 15, 1994",31.366
"Jul 14, 1994",31.369
"Jul 13, 1994",31.367
"Jul 12, 1994",31.369
"Jul 11, 1994",31.371
"Jul 08, 1994",31.37
"Jul 07, 1994",31.373
"Jul 06, 1994",31.379
"Jul 05, 1994",31.369
"Jul 04, 1994",31.367
"Jul 01, 1994",31.369
"Jun 30, 1994",31.37
"Jun 29, 1994",31.37
"Jun 28, 1994",31.369
"Jun 27, 1994",31.367
"Jun 24, 1994",31.369
"Jun 23, 1994",31.369
"Jun 22, 1994",31.367
"Jun 21, 1994",31.369
"Jun 20, 1994",31.367
"Jun 17, 1994",31.369
"Jun 16, 1994",31.369
"Jun 15, 1994",31.369
"Jun 14, 1994",31.371
"Jun 13, 1994",31.37
"Jun 10, 1994",31.367
"Jun 09, 1994",31.37
"Jun 08, 1994",31.369
"Jun 07, 1994",31.37
"Jun 06, 1994",31.367
"Jun 03, 1994",31.369
"Jun 02, 1994",31.37
"Jun 01, 1994",31.376
"May 31, 1994",31.37
"May 30, 1994",31.371
"May 27, 1994",31.371
"May 26, 1994",31.37
"May 25, 1994",31.37
"May 24, 1994",31.37
"May 23, 1994",31.37
"May 20, 1994",31.37
"May 19, 1994",31.367
"May 18, 1994",31.371
"May 17, 1994",31.369
"May 16, 1994",31.37
"May 13, 1994",31.369
"May 12, 1994",31.37
"May 11, 1994",31.37
"May 10, 1994",31.369
"May 09, 1994",31.367
"May 06, 1994",31.37
"May 05, 1994",31.369
"May 04, 1994",31.367
"May 03, 1994",31.367
"May 02, 1994",31.371
"Apr 29, 1994",31.367
"Apr 28, 1994",31.367
"Apr 27, 1994",31.365
"Apr 26, 1994",31.369
"Apr 25, 1994",31.367
"Apr 22, 1994",31.37
"Apr 21, 1994",31.369
"Apr 20, 1994",31.37
"Apr 19, 1994",31.37
"Apr 18, 1994",31.37
"Apr 15, 1994",31.366
"Apr 14, 1994",31.367
"Apr 13, 1994",31.37
"Apr 12, 1994",31.367
"Apr 11, 1994",31.36
"Apr 08, 1994",31.365
"Apr 07, 1994",31.369
"Apr 06, 1994",31.37
"Apr 05, 1994",31.367
"Apr 04, 1994",31.369
"Apr 01, 1994",31.365
"Mar 31, 1994",31.37
"Mar 30, 1994",31.37
"Mar 29, 1994",31.369
"Mar 28, 1994",31.369
"Mar 25, 1994",31.366
"Mar 24, 1994",31.369
"Mar 23, 1994",31.37
"Mar 22, 1994",31.369
"Mar 21, 1994",31.371
"Mar 18, 1994",31.37
"Mar 17, 1994",31.37
"Mar 16, 1994",31.371
"Mar 15, 1994",31.367
"Mar 14, 1994",31.37
"Mar 11, 1994",31.37
"Mar 10, 1994",31.37
"Mar 09, 1994",31.369
"Mar 08, 1994",31.367
"Mar 07, 1994",31.371
"Mar 04, 1994",31.398
"Mar 03, 1994",31.43
"Mar 02, 1994",31.398
"Mar 01, 1994",31.37
"Feb 28, 1994",31.365
"Feb 25, 1994",31.37
"Feb 24, 1994",31.371
"Feb 23, 1994",31.367
"Feb 22, 1994",31.37
"Feb 21, 1994",31.366
"Feb 18, 1994",31.366
"Feb 17, 1994",31.367
"Feb 16, 1994",31.369
"Feb 15, 1994",31.365
"Feb 14, 1994",31.367
"Feb 11, 1994",31.367
"Feb 10, 1994",31.369
"Feb 09, 1994",31.37
"Feb 08, 1994",31.37
"Feb 07, 1994",31.366
"Feb 04, 1994",31.369
"Feb 03, 1994",31.367
"Feb 02, 1994",31.37
"Feb 01, 1994",31.365
"Jan 31, 1994",31.366
"Jan 28, 1994",31.371
"Jan 27, 1994",31.366
"Jan 26, 1994",31.369
"Jan 25, 1994",31.369
"Jan 24, 1994",31.371
"Jan 21, 1994",31.369
"Jan 20, 1994",31.37
"Jan 19, 1994",31.369
"Jan 18, 1994",31.371
"Jan 17, 1994",31.371
"Jan 14, 1994",31.369
"Jan 13, 1994",31.369
"Jan 12, 1994",31.367
"Jan 11, 1994",31.373
"Jan 10, 1994",31.364
"Jan 07, 1994",31.366
"Jan 06, 1994",31.37
"Jan 05, 1994",31.37
"Jan 04, 1994",31.379
"Jan 03, 1994",31.376
"Dec 31, 1993",31.369
"Dec 30, 1993",31.375
"Dec 29, 1993",31.369
"Dec 28, 1993",31.365
"Dec 27, 1993",31.37
"Dec 24, 1993",31.37
"Dec 23, 1993",31.366
"Dec 22, 1993",31.371
"Dec 21, 1993",31.369
"Dec 20, 1993",31.369
"Dec 17, 1993",31.367
"Dec 16, 1993",31.365
"Dec 15, 1993",31.37
"Dec 14, 1993",31.37
"Dec 13, 1993",31.367
"Dec 10, 1993",31.369
"Dec 09, 1993",31.367
"Dec 08, 1993",31.369
"Dec 07, 1993",31.37
"Dec 06, 1993",31.373
"Dec 03, 1993",31.37
"Dec 02, 1993",31.37
"Dec 01, 1993",31.369
"Nov 30, 1993",31.371
"Nov 29, 1993",31.37
"Nov 26, 1993",31.373
"Nov 25, 1993",31.37
"Nov 24, 1993",31.365
"Nov 23, 1993",31.37
"Nov 22, 1993",31.37
"Nov 19, 1993",31.367
"Nov 18, 1993",31.369
"Nov 17, 1993",31.371
"Nov 16, 1993",31.37
"Nov 15, 1993",31.371
"Nov 12, 1993",31.371
"Nov 11, 1993",31.371
"Nov 10, 1993",31.37
"Nov 09, 1993",31.373
"Nov 08, 1993",31.373
"Nov 05, 1993",31.37
"Nov 04, 1993",31.371
"Nov 03, 1993",31.37
"Nov 02, 1993",31.371
"Nov 01, 1993",31.371
"Oct 29, 1993",31.371
"Oct 28, 1993",31.374
"Oct 27, 1993",31.371
"Oct 26, 1993",31.37
"Oct 25, 1993",31.37
"Oct 22, 1993",31.37
"Oct 21, 1993",31.369
"Oct 20, 1993",31.365
"Oct 19, 1993",31.369
"Oct 18, 1993",31.37
"Oct 15, 1993",31.37
"Oct 14, 1993",31.369
"Oct 13, 1993",31.371
"Oct 12, 1993",31.37
"Oct 11, 1993",31.369
"Oct 08, 1993",31.373
"Oct 07, 1993",31.373
"Oct 06, 1993",31.371
"Oct 05, 1993",31.375
"Oct 04, 1993",31.374
"Oct 01, 1993",31.371
"Sep 30, 1993",31.37
"Sep 29, 1993",31.38
"Sep 28, 1993",31.37
"Sep 27, 1993",31.367
"Sep 24, 1993",31.37
"Sep 23, 1993",31.37
"Sep 22, 1993",31.37
"Sep 21, 1993",31.37
"Sep 20, 1993",31.381
"Sep 17, 1993",31.366
"Sep 16, 1993",31.373
"Sep 15, 1993",31.365
"Sep 14, 1993",31.37
"Sep 13, 1993",31.369
"Sep 10, 1993",31.371
"Sep 09, 1993",31.369
"Sep 08, 1993",31.371
"Sep 07, 1993",31.37
"Sep 06, 1993",31.373
"Sep 03, 1993",31.371
"Sep 02, 1993",31.367
"Sep 01, 1993",31.375
"Aug 31, 1993",31.377
"Aug 30, 1993",31.375
"Aug 27, 1993",31.377
"Aug 26, 1993",31.373
"Aug 25, 1993",31.373
"Aug 24, 1993",31.369
"Aug 23, 1993",31.369
"Aug 20, 1993",31.371
"Aug 19, 1993",31.373
"Aug 18, 1993",31.371
"Aug 17, 1993",31.369
"Aug 16, 1993",31.37
"Aug 13, 1993",31.37
"Aug 12, 1993",31.371
"Aug 11, 1993",31.37
"Aug 10, 1993",31.37
"Aug 09, 1993",31.379
"Aug 06, 1993",31.375
"Aug 05, 1993",31.369
"Aug 04, 1993",31.367
"Aug 03, 1993",31.367
"Aug 02, 1993",31.366
"Jul 30, 1993",31.368
"Jul 29, 1993",31.368
"Jul 28, 1993",31.373
"Jul 27, 1993",31.377
"Jul 26, 1993",31.373
"Jul 23, 1993",31.377
"Jul 22, 1993",31.368
"Jul 21, 1993",31.365
"Jul 20, 1993",31.37
"Jul 19, 1993",31.36
"Jul 16, 1993",31.37
"Jul 15, 1993",31.368
"Jul 14, 1993",31.365
"Jul 13, 1993",31.368
"Jul 12, 1993",31.365
"Jul 09, 1993",31.368
"Jul 08, 1993",31.373
"Jul 07, 1993",31.368
"Jul 06, 1993",31.368
"Jul 05, 1993",31.368
"Jul 02, 1993",31.358
"Jul 01, 1993",31.368
"Jun 30, 1993",31.365
"Jun 29, 1993",31.363
"Jun 28, 1993",31.358
"Jun 25, 1993",31.377
"Jun 24, 1993",31.373
"Jun 23, 1993",31.368
"Jun 22, 1993",31.373
"Jun 21, 1993",31.343
"Jun 18, 1993",31.447
"Jun 17, 1993",31.439
"Jun 16, 1993",31.481
"Jun 15, 1993",31.427
"Jun 14, 1993",31.456
"Jun 11, 1993",31.442
"Jun 10, 1993",31.449
"Jun 09, 1993",31.429
"Jun 08, 1993",31.41
"Jun 07, 1993",31.39
"Jun 04, 1993",31.373
"Jun 03, 1993",31.353
"Jun 02, 1993",31.35
"Jun 01, 1993",31.373
"May 31, 1993",31.377
"May 28, 1993",31.368
"May 27, 1993",31.353
"May 26, 1993",31.331
"May 25, 1993",31.326
"May 24, 1993",31.319
"May 21, 1993",31.316
"May 20, 1993",31.319
"May 19, 1993",31.309
"May 18, 1993",31.328
"May 17, 1993",31.316
"May 14, 1993",31.319
"May 13, 1993",31.323
"May 12, 1993",31.314
"May 11, 1993",31.321
"May 10, 1993",31.314
"May 07, 1993",31.326
"May 06, 1993",31.319
"May 05, 1993",31.323
"May 04, 1993",31.319
"May 03, 1993",31.314
"Apr 30, 1993",31.343
"Apr 29, 1993",31.314
"Apr 28, 1993",31.397
"Apr 27, 1993",31.412
"Apr 26, 1993",31.368
"Apr 23, 1993",31.309
"Apr 22, 1993",31.314
"Apr 21, 1993",31.319
"Apr 20, 1993",31.309
"Apr 19, 1993",31.319
"Apr 16, 1993",31.319
"Apr 15, 1993",31.328
"Apr 14, 1993",31.432
"Apr 13, 1993",31.447
"Apr 12, 1993",31.24
"Apr 09, 1993",31.221
"Apr 08, 1993",31.221
"Apr 07, 1993",31.223
"Apr 06, 1993",31.226
"Apr 05, 1993",31.194
"Apr 02, 1993",31.196
"Apr 01, 1993",31.196
"Mar 31, 1993",31.201
"Mar 30, 1993",31.184
"Mar 29, 1993",31.255
"Mar 26, 1993",31.319
"Mar 25, 1993",31.412
"Mar 24, 1993",31.412
"Mar 23, 1993",31.484
"Mar 22, 1993",31.419
"Mar 19, 1993",31.417
"Mar 18, 1993",31.434
"Mar 17, 1993",31.471
"Mar 16, 1993",31.464
"Mar 15, 1993",31.432
"Mar 12, 1993",31.528
"Mar 11, 1993",31.661
"Mar 10, 1993",31.516
"Mar 09, 1993",31.407
"Mar 08, 1993",31.546
"Mar 05, 1993",31.596
"Mar 04, 1993",31.771
"Mar 03, 1993",31.873
"Mar 02, 1993",32.044
"Mar 01, 1993",32.868
"Feb 26, 1993",32.868
"Feb 25, 1993",33.052
"Feb 24, 1993",32.892
"Feb 23, 1993",32.825
"Feb 22, 1993",32.803
"Feb 19, 1993",32.771
"Feb 18, 1993",32.891
"Feb 17, 1993",32.595
"Feb 16, 1993",32.573
"Feb 15, 1993",32.854
"Feb 12, 1993",33.085
"Feb 11, 1993",33.445
"Feb 10, 1993",33.126
"Feb 09, 1993",32.653
"Feb 08, 1993",32.666
"Feb 05, 1993",32.481
"Feb 04, 1993",32.129
"Feb 03, 1993",31.812
"Feb 02, 1993",31.621
"Feb 01, 1993",31.422
"Jan 29, 1993",31.377
"Jan 28, 1993",31.471
"Jan 27, 1993",31.24
"Jan 26, 1993",30.945
"Jan 25, 1993",30.945
"Jan 22, 1993",30.867
"Jan 21, 1993",30.84
"Jan 20, 1993",30.852
"Jan 19, 1993",30.779
"Jan 18, 1993",30.75
"Jan 15, 1993",30.765
"Jan 14, 1993",30.769
"Jan 13, 1993",30.731
"Jan 12, 1993",30.722
"Jan 11, 1993",30.736
"Jan 08, 1993",30.774
"Jan 07, 1993",30.76
"Jan 06, 1993",30.774
"Jan 05, 1993",30.765
"Jan 04, 1993",30.774
"Dec 31, 1992",30.831
"Dec 30, 1992",30.84
"Dec 29, 1992",30.859
"Dec 28, 1992",30.765
"Dec 25, 1992",30.76
"Dec 24, 1992",30.76
"Dec 23, 1992",30.755
"Dec 22, 1992",30.774
"Dec 21, 1992",30.75
"Dec 18, 1992",30.727
"Dec 17, 1992",30.736
"Dec 16, 1992",30.661
"Dec 15, 1992",30.687
"Dec 14, 1992",30.722
"Dec 11, 1992",30.807
"Dec 10, 1992",30.783
"Dec 09, 1992",30.852
"Dec 08, 1992",30.757
"Dec 07, 1992",30.722
"Dec 04, 1992",30.722
"Dec 03, 1992",30.428
"Dec 02, 1992",30.446
"Dec 01, 1992",30.349
"Nov 30, 1992",30.289
"Nov 27, 1992",30.13
"Nov 26, 1992",30.125
"Nov 25, 1992",30.039
"Nov 24, 1992",30.071
"Nov 23, 1992",29.945
"Nov 20, 1992",30.015
"Nov 19, 1992",30.098
"Nov 18, 1992",30.071
"Nov 17, 1992",30.08
"Nov 16, 1992",30.102
"Nov 13, 1992",30.084
